Companyname,Companyid,business_development_manager,page_views,offers,orders,company_reply_rate,product_completness,total_order_value_in_euro,monetize_amount,wootric_score,total_points,Groups on Final Points,,cluster
Krisha Chem Industries,11882,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Matachem,17174,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Maurizio Co Ltd,32394,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
MM INDUSTRIES,14047,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
NORDIX CHEMICALS FACTORY d.o.o.,21031,Dimitrios Ntounas,0,0,0,0,0.57,0,0,0,28.5,2,,4
Onyx Oil Ltd,6969,Florian Pagels,0,0,0,0,0.57,0,0,0,28.5,2,,4
Petrobon,32431,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Petrobonco,32514,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
PROSES T.İ.M,31224,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Protech Enterprise UK,15543,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
PT SCUDA,14870,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
"Purestar Chem Enterprise Co.,Ltd",25041,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Puri Cendana CV,34229,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
russian resurs,23757,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
SERDAROGLU GRUBU A.Ş.,3760,Umut Öztürk,0,0,0,0,0.57,0,0,0,28.5,2,,4
"shijiazhuang jinghong chemical technology co.,ltd.",24029,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
SHREE GANESH ENTERPRISES,3017,Juan Alvarado,0,0,0,0,0.57,0,0,0,28.5,2,,4
Simmi Enterprises,12453,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Stocxx,36469,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Sunrise Enterprise,5870,Julian Panchyrz,0,0,0,0,0.57,0,0,0,28.5,2,,4
Synthese Nord,1141,Florian Pagels,0,0,0,0,0.57,0,0,0,28.5,2,,4
"TOROZA QUIMICA, S.A. DE C.V.",10886,Juan Alvarado,0,0,0,0,0.57,0,0,0,28.5,2,,4
TOYO INK EUROPE SPECIALTY CHEMICALS,14904,Houcem Bakkari,0,0,0,0,0.57,0,0,0,28.5,2,,4
Tradege,14106,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
turkmen sehrah,27758,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
UKR EKSPORT PRO LLC,23945,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
ULIX Innovation,5534,Marcello Sanz,0,0,0,0,0.57,0,0,0,28.5,2,,4
VALEX GROUP LLC,10929,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
WESP,29959,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Losi Srl,29748,Marcello Sanz,0.003858295,0,0,0,0.565172414,0,0,0,28.45153546,2,,4
SK Steel & Powder Supply UG,34107,Florian Pagels,0.003647843,0,0,0,0.554814815,0,0,0,27.92313288,2,,4
GRUPO ANDINO DE INVERSIONES SAC,16792,Juan Alvarado,0.000982112,0.004555809,0.009090909,0,0.5,4.60E-05,0,0,27.78305314,2,,4
SBZ Corporation Ltd,1654,Dimitrios Ntounas,0.004419502,0.002277904,0,0,0.542,0,0,0,27.77655596,2,,4
Astron Chemicals,31829,Dimitrios Ntounas,0.000420905,0,0,0,0.5525,0,0,0,27.64604525,2,,4
Soujanya Colors,26020,Anna Ziemes,0.004068748,0,0,0,0.548125,0,0,0,27.60968739,2,,4
Rashtriya Chemical and Minerals,1497,Juan Alvarado,0.005892669,0,0,0,0.542,0,0,0,27.39463346,2,,4
Coolmag Thermo Conductive S.L,32085,Juan Alvarado,0.001052262,0,0,0,0.546666667,0,0,0,27.38594645,2,,4
Mathios Refractory S.A.,33876,na,0,0,0,0,0.546,0,0,0,27.3,2,,4
Cf Plus Chemicals S.R.O.,608,na,0.003788145,0.002277904,0,0,0.531612903,0,0,0,27.22563325,2,,4
Oxea,35071,Dimitrios Ntounas,7.02E-05,0.002277904,0,0,0.535,0,0,0,27.20908841,2,,4
Azinsd,24784,na,0,0,0,0,0.542,0,0,0,27.1,2,,4
Nortex  Chemical LLC (Ukraine),35449,Oksana Senchyshyn,0.002034374,0,0,0,0.53953125,0,0,0,27.0782812,2,,4
Rebain International (España) S.L.,11509,Juan Alvarado,0.070361277,0.002277904,0,0.161048689,0.299041096,0,0,0,26.97813395,2,,3
Carvansons,32649,Dimitrios Ntounas,0.00084181,0,0,0,0.535,0,0,0,26.79209049,2,,4
888 Raw Plastic Supplies,824,Dimitrios Ntounas,0,0,0,0,0.535,0,0,0,26.75,2,,4
Amitek Infra Pvt. Ltd.,1642,Julian Panchyrz,0.034373904,0,0,0,0.4972,0,0,0,26.57869519,2,,4
PROLIFE BIO-CHEMICAL INDUSTRIES,6366,Houcem Bakkari,0.007015082,0.002277904,0,0,0.511395349,0,0,0,26.37610243,2,,4
"Thanapom Chemical Co .,ltd",12051,na,0,0,0,0,0.526923077,0,0,0,26.34615385,2,,4
VN - UNITEK JSC,4239,na,0.00259558,0,0,0,0.523333333,0,0,0,26.29644569,2,,4
"Shijiazhuang Xinlongwei Chemical Co., Ltd.",11366,na,0,0,0,0,0.523333333,0,0,0,26.16666667,2,,4
DutCH2 B.V.,1435,Juan Alvarado,0.000982112,0,0,0.090909091,0.43,0,0,0,26.09456012,2,,3
Heibechems co LTD,14343,na,0,0,0,0,0.519090909,0,0,0,25.95454545,2,,4
Matrix Marketing GmbH,3081,Florian Pagels,0.009049456,0.006833713,0.009090909,0.272727273,0.170776362,0.00087706,0,0,25.90028496,2,,3
Bio-Circle Surface Technology GmbH,28171,Julian Panchyrz,0.002034374,0.002277904,0,0,0.503333333,0,0,0,25.72396623,2,,4
xperio impex,21950,na,0,0,0,0,0.514,0,0,0,25.7,2,,4
ISIK KIMYA,19168,Umut Öztürk,0.008839004,0.006833713,0,0.2,0.277142857,0,0,0,25.66583565,2,,3
Afiva LLC,18207,Oksana Senchyshyn,0.006874781,0,0,0.1,0.404545455,0,0,0,25.57101177,2,,3
Median Tax Deed LLC,5539,na,0.005541915,0,0,0,0.5,0,0,0,25.27709576,2,,4
Wanhua & BorsodChem,28111,Mladen Vidojevic,0.004138899,0,0,0,0.5,0,0,0,25.20694493,2,,4
Goodpack Europe,109,na,0.001262715,0,0,0,0.5,0,0,0,25.06313574,2,,4
Tc-Tungsten Compounds Gmbh,459,Florian Pagels,0.00084181,0,0,0,0.5,0,0,0,25.04209049,2,,4
Noviara Ltd,17531,Dimitrios Ntounas,0.000771659,0,0,0,0.5,0,0,0,25.03858295,2,,4
Caramba Bremen GmbH,2307,na,0.000280603,0,0,0,0.5,0,0,0,25.01403016,2,,4
Aremco Agro Product Manufacturers and Exporters,32855,na,0,0,0,0,0.5,0,0,0,25,2,,4
deleted_FS Foreign Trade,28438,na,0,0,0,0,0.5,0,0,0,25,2,,4
deleted_Kajay Remedies Pvt. Ltd.,29140,na,0,0,0,0,0.5,0,0,0,25,2,,4
Georges S Daras,9307,Houcem Bakkari,0,0,0,0,0.5,0,0,0,25,2,,4
OPF,25963,na,0,0,0,0,0.5,0,0,0,25,2,,4
PURNEFTEODACHA JOINT STOCK COMPANY,25369,Oksana Senchyshyn,0,0,0,0,0.5,0,0,0,25,2,,4
Unitrade Corporation,9625,Mladen Vidojevic,0.009821115,0.002277904,0,0.263157895,0.217619048,0,0,0,24.98548375,2,,3
visa chem private limited,11939,na,0,0,0,0,0.4975,0,0,0,24.875,2,,4
VIO Chemicals,10872,Florian Pagels,0.002665731,0,0,0,0.492222222,0,0,0,24.74439768,2,,4
EpiValence Ltd,19658,Dimitrios Ntounas,0.00259558,0,0,0,0.481818182,0,0,0,24.22068812,2,,4
"MODERN DYESTUFFS & PIGMENTS CO.,LTD",13139,Fabio Donegatti,0.0042792,0,0,0,0.478125,0,0,0,24.12021001,2,,4
Chem2Market GmbH,1314,Julian Panchyrz,0.001613469,0,0,0,0.476666667,0,0,0,23.91400678,2,,4
Reinert,5948,Florian Pagels,0.000420905,0,0,0,0.476666667,0,0,0,23.85437858,2,,4
Sopolimerprom LLC,35685,Oksana Senchyshyn,0.000420905,0,0,0,0.476666667,0,0,0,23.85437858,2,,4
AMBERES CHEMICAL,35997,Juan Alvarado,0.000140302,0,0,0,0.476666667,0,0,0,23.84034842,2,,4
Omkrown Pharmachem Pvt Ltd,23457,Julian Panchyrz,0,0,0,0,0.476666667,0,0,0,23.83333333,2,,4
Viktor Flach,16620,na,0,0,0,0,0.476666667,0,0,0,23.83333333,2,,4
NEO Chemical,22912,Oksana Senchyshyn,0.038021747,0,0,0.093457944,0.340266667,0,0,0,23.58731787,2,,3
CHMEO TRADING PVT LTD,10607,Houcem Bakkari,0.028621536,0.002277904,0,0.12987013,0.304067797,0,0,0,23.583554,2,,3
"Xingtai Xingjiu New Material Technology Co., Ltd.",24179,na,0,0,0,0,0.465,0,0,0,23.25,2,,4
Pranati Associates,17672,Dimitrios Ntounas,0.016415293,0.006833713,0,0.117647059,0.295753425,0,0,0,22.85753141,2,,3
Volzhsky Orgsynthese JSC,34449,Oksana Senchyshyn,7.02E-05,0,0,0,0.45,0,0,0,22.50350754,2,,4
Pp Polymer Ab,646,Dimitrios Ntounas,0.002806033,0,0,0,0.444,0,0,0,22.34030165,2,,3
ACC KIMYA SANAYI VE DIS TICARET LIMITED SIRKETI,12774,Umut Öztürk,0.0042792,0.006833713,0.009090909,0,0.377350427,0,0,0,22.2664058,2,,3
Unilex Colours & Chemicals Limited,23754,Houcem Bakkari,0.001543318,0,0,0,0.442727273,0,0,0,22.21352954,2,,3
Blackburn Chemicals Limited,10915,Dimitrios Ntounas,0.013679411,0,0,0,0.43,0,0,0,22.18397054,2,,3
Goonvean Fibres Ltd,17205,Dimitrios Ntounas,0.004489653,0.002277904,0,0,0.43,0,0,0,22.1800635,2,,3
BOC Sciences,2105,Dimitrios Ntounas,0,0,0,0,0.441554127,0,0,0,22.07770632,2,,3
LEVACO,12099,Florian Pagels,0.008698702,0,0,0,0.430285714,0,0,0,21.94922082,2,,3
Kartli,32468,Oksana Senchyshyn,0.000210452,0,0,0,0.43875,0,0,0,21.94802262,2,,3
Pidilite Industries Limited,11140,Fabio Donegatti,0.000911961,0,0,0,0.4356,0,0,0,21.82559804,2,,3
LaMagna GmbH,32442,Florian Pagels,0.006313574,0,0,0,0.43,0,0,0,21.81567871,2,,3
Rescom Srl,150,Marcello Sanz,0.004700105,0,0,0,0.43,0,0,0,21.73500526,2,,3
PANOXIDE BOYA SAN. TIC. LTD. ŞTI.,17921,Umut Öztürk,0.004419502,0,0,0,0.43,0,0,0,21.7209751,2,,3
SERKİM REÇİNE KİMYA SAN. TİC. İTH. İHR. LTD. STİ.,6609,Umut Öztürk,0.003297089,0,0,0,0.43,0,0,0,21.66485444,2,,3
Golden Dragon LLC,34373,Oksana Senchyshyn,0.002946335,0,0,0,0.43,0,0,0,21.64731673,2,,3
Adhesivos Candar SL,18700,Anna Ziemes,0.002876184,0,0,0,0.43,0,0,0,21.64380919,2,,3
"Tuan Tsuki Vietnam Co.,Ltd",10282,Julian Panchyrz,0.002385128,0,0,0,0.43,0,0,0,21.6192564,2,,3
Belchem Industries (India) Pvt. Ltd.,10845,Marcello Sanz,0.001894072,0,0,0,0.43,0,0,0,21.59470361,2,,3
Arems LLC,22762,Oksana Senchyshyn,0.001613469,0,0,0,0.43,0,0,0,21.58067345,2,,3
M2I Life Sciences,285,Houcem Bakkari,0.001473167,0,0,0,0.43,0,0,0,21.57365837,2,,3
YAPICHEM CHEMICAL COMPANY,12984,Umut Öztürk,0.001473167,0,0,0,0.43,0,0,0,21.57365837,2,,3
AMF Life,9629,Oksana Senchyshyn,0.001052262,0,0,0,0.43,0,0,0,21.55261312,2,,3
Eurosyn Spa,8601,Marcello Sanz,0.000911961,0,0,0,0.43,0,0,0,21.54559804,2,,3
Gaia Biomaterials,22774,Dimitrios Ntounas,0.000771659,0,0,0,0.43,0,0,0,21.53858295,2,,3
"DAGE CAPITAL, UAB-Nan Pao",21924,Oksana Senchyshyn,0.000701508,0,0,0,0.43,0,0,0,21.53507541,2,,3
ProChem Solutions,5838,na,0.000701508,0,0,0,0.43,0,0,0,21.53507541,2,,3
Dukat Wiesława Partyka,565,Oksana Senchyshyn,0.000491056,0,0,0,0.43,0,0,0,21.52455279,2,,3
Sumo Innovations,237,Florian Pagels,0.000491056,0,0,0,0.43,0,0,0,21.52455279,2,,3
Pharma Greven GmbH,14125,Florian Pagels,0.000420905,0,0,0,0.43,0,0,0,21.52104525,2,,3
B.T.G. - SOL GROUP,2657,Houcem Bakkari,0.000350754,0,0,0,0.43,0,0,0,21.51753771,2,,3
Pexa Ltd,9402,Dimitrios Ntounas,0.000350754,0,0,0,0.43,0,0,0,21.51753771,2,,3
ARTIBAL,15387,Juan Alvarado,0.000280603,0,0,0,0.43,0,0,0,21.51403016,2,,3
"LUSOCOPLA, LDA",33413,Juan Alvarado,0.000210452,0,0,0,0.43,0,0,0,21.51052262,2,,3
Unicell Poland,8682,Oksana Senchyshyn,0.000210452,0,0,0,0.43,0,0,0,21.51052262,2,,3
Active Specialities,11432,Florian Pagels,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,,3
Advent Polymin,28332,Umut Öztürk,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,,3
Auxicolor S.L. (Grupo UNITS),8415,Juan Alvarado,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,,3
Dynasty Industries,4857,Anna Ziemes,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,,3
Glc Química,13749,Juan Alvarado,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,,3
Sate Gıda ve Kimya San. ve Tic. Ltd. Şti,15909,Umut Öztürk,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,,3
SEABERT CHEMICALS PVT LTD,10567,Mladen Vidojevic,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,,3
Vagdevi InnoScience Private Limited,2896,Juan Alvarado,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,,3
"GlycoSurf, Inc",34983,Dimitrios Ntounas,7.02E-05,0,0,0,0.43,0,0,0,21.50350754,2,,3
Niğde Vatan Plastik Tarım ve Hayvancılık Gıda Uluslararası Ticaret Sanayi Limited Şirketi,33312,Umut Öztürk,7.02E-05,0,0,0,0.43,0,0,0,21.50350754,2,,3
Robert KRAEMER GmbH & Co. KG,25774,Julian Panchyrz,7.02E-05,0,0,0,0.43,0,0,0,21.50350754,2,,3
Supreme Micro Minerals Pvt. Ltd.,11628,Oksana Senchyshyn,7.02E-05,0,0,0,0.43,0,0,0,21.50350754,2,,3
amg dış tic. ltd.şti.,33900,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
"Anhui Xinyuan Technology Co.,LTD",21024,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Anolytech Norden AB,33941,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
ARILCO DIŞ TICARET LIMITED ŞIRKETI,17258,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
azinsd,27571,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Balsa Petrokimya Ticaret Ltd.Sti.,22352,Umut Öztürk,0,0,0,0,0.43,0,0,0,21.5,2,,3
"Benu Composite Materials Co., Ltd",29446,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Bernd Stifter,31598,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Biomedgroup,19246,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Bisila Brad,33717,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
B M Paper Packaging,2581,Houcem Bakkari,0,0,0,0,0.43,0,0,0,21.5,2,,3
BRinova Bioquímica LDA,19983,Juan Alvarado,0,0,0,0,0.43,0,0,0,21.5,2,,3
Chemnovatic,17701,Oksana Senchyshyn,0,0,0,0,0.43,0,0,0,21.5,2,,3
ColorPrisma,27479,Umut Öztürk,0,0,0,0,0.43,0,0,0,21.5,2,,3
cziom,34670,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
damirco,21350,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
DOST TRADE DIŞ TİCARET LTD . ŞTİ,36092,Umut Öztürk,0,0,0,0,0.43,0,0,0,21.5,2,,3
EKLINGJEE POLYMERS PVT. LTD.,7729,Fabio Donegatti,0,0,0,0,0.43,0,0,0,21.5,2,,3
EKOS-1,25015,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
ESCHE  Company,34081,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
EURASIA PETROL,21180,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Goldclass Investment Brokers,36540,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Guangzhou Yaoguang Technology,22060,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
"Hebei ATUN Trading Co., Ltd",23286,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Heneken,18327,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
"Hubei xindesheng Material Technology Co., Ltd",18047,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Indusun Drilling Fluids Private Limited,7606,Florian Pagels,0,0,0,0,0.43,0,0,0,21.5,2,,3
IngenUK Ltd,17451,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Integral Petroleum SA,11050,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
ISK Metal Kimya,12382,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
JUST and FAIR INTERNATIONAL FZ LLC,35203,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Kriskontech,25313,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Krystal Tech,19384,Dimitrios Ntounas,0,0,0,0,0.43,0,0,0,21.5,2,,3
Lab Instruments Srl,11108,Marcello Sanz,0,0,0,0,0.43,0,0,0,21.5,2,,3
Leena Organics Pvt Ltd,9531,Florian Pagels,0,0,0,0,0.43,0,0,0,21.5,2,,3
Likit Kimya AS,12163,Umut Öztürk,0,0,0,0,0.43,0,0,0,21.5,2,,3
Livam GmbH,15287,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
"LLC ""UMKA Company""",29429,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
madsan p.m. mining co.ltd.,34602,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
megasack inc,27283,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Mertler End. Mad. Teks San. ve Tic. Ltd. Şti.,3027,Umut Öztürk,0,0,0,0,0.43,0,0,0,21.5,2,,3
Metalimex a.s.,7165,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
"METALOR TECHNOLOGIES (IBÉRICA),  S.A.",11728,Juan Alvarado,0,0,0,0,0.43,0,0,0,21.5,2,,3
NanoScientifica Scandinavia AB,10733,Dimitrios Ntounas,0,0,0,0,0.43,0,0,0,21.5,2,,3
Necm kimya Biorad,36364,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
OOO TD ALTAYNEFT,6283,Oksana Senchyshyn,0,0,0,0,0.43,0,0,0,21.5,2,,3
özkimsan kimya taş mad san ve dıs tic ltd şti,22552,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Petro green,21003,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Petrotrade LLC,34171,Oksana Senchyshyn,0,0,0,0,0.43,0,0,0,21.5,2,,3
pine chemicals,12938,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Polichem Trade Kimya Turkey,9966,Umut Öztürk,0,0,0,0,0.43,0,0,0,21.5,2,,3
Pro Health Solutions,15126,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Proxima Overseas,35653,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
RENTECH,13377,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
SAFIC-ALCAN RUS,9806,Oksana Senchyshyn,0,0,0,0,0.43,0,0,0,21.5,2,,3
SAWEX S.A,33675,Oksana Senchyshyn,0,0,0,0,0.43,0,0,0,21.5,2,,3
servicios mineros,29695,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Severtek LLC,17247,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
"Shijiazhuang Yanhui Dye Co., Ltd.",24663,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
shiuma process equipments pvt ltd,28700,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Siltech Limited,36350,Dimitrios Ntounas,0,0,0,0,0.43,0,0,0,21.5,2,,3
Sternchemie GmbH & Co KG,22600,Florian Pagels,0,0,0,0,0.43,0,0,0,21.5,2,,3
Strongblue A/S,18192,Dimitrios Ntounas,0,0,0,0,0.43,0,0,0,21.5,2,,3
SUNSHINE EXPORTS,13689,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
TEKNOMADEN MADEN NAK. HAF. TRUZIM SAN TİC. LTD.ŞTİ.,22746,Umut Öztürk,0,0,0,0,0.43,0,0,0,21.5,2,,3
Test Supplier company,11047,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
TUTTOVO srl,29909,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
VASISTA PHARMA CHEM PRIVATE LIMITED,5633,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
YUSHUN NEW MATERIALS,10520,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
"Zhengzhong Enamel Co.,Ltd",11717,na,0,0,0,0,0.43,0,0,0,21.5,2,,3
Bayegan,7404,Umut Öztürk,0,0,0,0,0.423,0,0,0,21.15,2,,3
Kimpur,13298,Umut Öztürk,0.000350754,0,0,0,0.422631579,0,0,0,21.14911665,2,,3
K-I Chemicals Europe,27428,Houcem Bakkari,0,0,0,0,0.419818182,0,0,0,20.99090909,2,,3
Phoenix Chemicals Trading Sp.z o.o.,1964,Oksana Senchyshyn,0,0,0,0,0.417826087,0,0,0,20.89130435,2,,3
POLARIS ORES,9637,Fabio Donegatti,0,0,0,0,0.417272727,0,0,0,20.86363636,2,,3
INTER-HEM DOO,9374,Dimitrios Ntounas,0.028551385,0,0,0.097087379,0.29,0,0,0,20.78193821,2,,3
ADEKA Polymer Additives Europe,15859,Houcem Bakkari,0.005191161,0,0,0,0.41,0,0,0,20.75955805,2,,3
DR. SILVIU PHARMACHEM PVT.LTD,4948,Zaid Abu-Shehab,0.002665731,0,0,0,0.409354839,0,0,0,20.6010285,2,,3
GL Biochem Inc.,35720,Dimitrios Ntounas,0.000140302,0,0,0,0.411610169,0,0,0,20.58752356,2,,3
Chemdel LLC.,24049,Oksana Senchyshyn,0.003788145,0,0,0,0.402777778,0,0,0,20.32829611,2,,3
Bimaks Chemicals,13957,Umut Öztürk,0.003928446,0,0,0,0.402,0,0,0,20.29642231,2,,3
Incorez Limited,18116,Dimitrios Ntounas,0.000420905,0,0,0,0.397692308,0,0,0,19.90566063,2,,3
ZAR DYECHEM,11165,na,0,0,0,0,0.395,0,0,0,19.75,2,,3
"Wuhan LANDMARK Industrial Co., Ltd.",28956,na,0,0,0,0,0.383333333,0,0,0,19.16666667,2,,3
STOCKMEIER CHEMICALS BELUX N.V.,7042,Houcem Bakkari,0,0,0,0,0.364846154,0,0,0,18.24230769,2,,3
RBH LTD,7479,Dimitrios Ntounas,0,0,0,0,0.364117647,0,0,0,18.20588235,2,,3
La Hemija doo,3077,Dimitrios Ntounas,0.000420905,0,0,0,0.36,0,0,0,18.02104525,2,,3
NUCLEUS KIMYA,1372,Umut Öztürk,0.000350754,0,0,0,0.36,0,0,0,18.01753771,2,,3
Gemini Corporation Nv,11887,Houcem Bakkari,0.000210452,0,0,0,0.36,0,0,0,18.01052262,2,,3
Carense,21853,Dimitrios Ntounas,0,0,0,0,0.36,0,0,0,18,2,,3
Tetco Company,28012,Umut Öztürk,0,0,0,0,0.36,0,0,0,18,2,,3
Clinical Chemistry Reagents SRL,33499,Marcello Sanz,0,0,0,0,0.355882353,0,0,0,17.79411765,2,,3
Synhet - Synthetic Heterocycles,809,Oksana Senchyshyn,0.000771659,0,0,0,0.351827605,0,0,0,17.6299632,2,,3
Barcelonesa De Drogas Y Productos Quimicos,25325,Juan Alvarado,0,0,0,0,0.351025641,0,0,0,17.55128205,2,,3
Silvaco A/S,9686,Dimitrios Ntounas,0.001052262,0,0,0,0.346,0,0,0,17.35261312,2,,3
Detonovo Foods,9642,Dimitrios Ntounas,0.002174676,0,0,0,0.342,0,0,0,17.20873378,2,,3
SP ENTERPRISES,9082,Houcem Bakkari,0.002034374,0,0,0,0.336666667,0,0,0,16.93505203,2,,3
Biesterfeld Chemia Specjalna,29363,Oksana Senchyshyn,0.001753771,0,0,0,0.335037879,0,0,0,16.83958247,2,,3
Kristov  FOOD EXPORT Internationl SL,22563,na,0,0,0,0,0.33,0,0,0,16.5,2,,3
MAKRO CHEMICAL END. KIM. SAN. VE TIC.A.S.,28117,Umut Öztürk,0.001192564,0,0,0,0.325,0,0,0,16.3096282,2,,3
ATTIKA,19509,Oksana Senchyshyn,0.007997194,0,0,0,0.31625,0,0,0,16.2123597,2,,3
Briti Scientific,22491,Houcem Bakkari,0.002244826,0,0,0,0.31443203,0,0,0,15.83384281,2,,3
Doenitz Pro Lab E. Kfr.,844,Florian Pagels,0.020694493,0,0,0,0.29,0,0,0,15.53472466,2,,3
Oxyde Chemicals Europe,29618,Houcem Bakkari,0.001823921,0,0,0,0.301052632,0,0,0,15.14382765,2,,3
Roha Simpsons,13738,Dimitrios Ntounas,0.000280603,0,0,0,0.3012,0,0,0,15.07403016,2,,3
"Industrias Quimicas PMC, SL",27987,Anna Ziemes,0.00940021,0,0,0,0.288571429,0,0,0,14.89858195,2,,3
Plastbud Sp. Zo.o,15024,Oksana Senchyshyn,0.001332866,0,0,0,0.295714286,0,0,0,14.85235757,2,,3
Gujarat Metals And Chemicals Company,3698,Houcem Bakkari,0.006664328,0,0,0,0.29,0,0,0,14.83321642,2,,3
Harmony Additives Private Limited,23605,Dimitrios Ntounas,0.003086636,0,0,0,0.29,0,0,0,14.65433181,2,,3
Salespet,23023,Dimitrios Ntounas,0.002385128,0,0,0,0.29,0,0,0,14.6192564,2,,3
Esterpol,837,Mladen Vidojevic,0.001262715,0,0,0,0.29,0,0,0,14.56313574,2,,3
BELHIMSET JSC,24589,Oksana Senchyshyn,0.000561207,0,0,0,0.29,0,0,0,14.52806033,2,,3
SESIL KİMYA-EKREM EROL,28294,Umut Öztürk,0.000491056,0,0,0,0.29,0,0,0,14.52455279,2,,3
AISAKOS SA,12025,Dimitrios Ntounas,0.000350754,0,0,0,0.29,0,0,0,14.51753771,2,,3
Jay Intermediates And Chemicals,4981,Florian Pagels,0.000280603,0,0,0,0.29,0,0,0,14.51403016,2,,3
Universal Chemicals,3235,Dimitrios Ntounas,0.000280603,0,0,0,0.29,0,0,0,14.51403016,2,,3
COLOREX MASTERBATCH,28121,Umut Öztürk,0.000210452,0,0,0,0.29,0,0,0,14.51052262,2,,3
"OOO ""IRRC Fragmit""",8150,Oksana Senchyshyn,0.000210452,0,0,0,0.29,0,0,0,14.51052262,2,,3
Buldan Madencilik Dis Ticaret Ltd,33287,Umut Öztürk,0.000140302,0,0,0,0.29,0,0,0,14.50701508,2,,3
COIM SPA,13176,Marcello Sanz,0.000140302,0,0,0,0.29,0,0,0,14.50701508,2,,3
Cortex Organics,6303,Dimitrios Ntounas,0.000140302,0,0,0,0.29,0,0,0,14.50701508,2,,3
Polyplast,30772,Oksana Senchyshyn,0.000140302,0,0,0,0.29,0,0,0,14.50701508,2,,3
ABAKUS GmbH,36554,na,0,0,0,0,0.29,0,0,0,14.5,2,,3
